banda,bjd_tdb,fluxo,erro,base,n_fits
r,2461241.5448757163,1.0037502808430623,0.0014319180700795514,1.0055790716715745,75
r,2461241.5462664017,1.0061714421687626,0.0014207439722939517,1.0055514821061735,76
r,2461241.547661258,1.0084525223614347,0.001413638579003638,1.0055191809777435,77
r,2461241.549056152,1.0053487792635853,0.0014190073108631856,1.0054821668475538,76
r,2461241.550439676,1.0045438078723457,0.0014193519044777881,1.0054421512421143,76
r,2461241.5518284943,1.0044367312280678,0.001415630143966718,1.0053980336990591,76
r,2461241.5532160252,1.007489154692548,0.0014191116357961055,1.0053503822493104,76
r,2461241.5546050644,1.0055315105545675,0.001414794932685142,1.0052988760067874,76
r,2461241.555999575,1.0051583836061602,0.0014026461606164897,1.0052443735868448,77
r,2461241.5573965763,1.0034070068091157,0.001413018964910718,1.0051857055146436,76
r,2461241.5587798357,1.0074647956498866,0.0014186683928748551,1.0051252460064417,76
r,2461241.560167899,1.004898599638283,0.0014094720371660946,1.0050619291691125,76
r,2461241.5615521497,1.0038066401761119,0.0014125921533563344,1.0049964900112307,76
r,2461241.562947675,1.0066093445465039,0.0014036397393765946,1.0049273710443039,77
r,2461241.5643402333,1.0054912840124486,0.0014133815050537113,1.004856448235308,76
r,2461241.5654443083,1.0038176007404211,0.001836332305371439,1.0047979809629881,45
r,2461241.571712064,1.000830227994325,0.003032783681457992,1.004440139161112,28
r,2461241.572659725,1.0024991887297356,0.0018342109841344844,1.0043821791692389,77
r,2461241.5740530067,1.0028098689625553,0.0018474101142657328,1.0042964463870325,76
r,2461241.575441385,1.0031698680996728,0.0018224715976919836,1.0042095589005664,78
r,2461241.5767604494,1.0029384844513722,0.0019464241848699652,1.004124596802797,68
r,2461241.578417314,1.0015231064387098,0.002267274524133473,1.0040169723228887,50
r,2461241.579587547,1.0013684846548467,0.0017739690171549762,1.003939570575967,82
r,2461241.5809912756,0.9997454313070979,0.001746245353471237,1.0038454199526985,84
r,2461241.5823759963,1.002187742178161,0.0017288811022110047,1.0037518452880767,87
r,2461241.5837723273,0.9999146485695385,0.0016893228117169333,1.0036552849899323,90
r,2461241.5851588077,0.9994420087900965,0.001709353111197867,1.0035587853549568,88
r,2461241.586548644,1.0001033932137318,0.0016856691542654126,1.00346084912107,90
r,2461241.5879464154,1.0049238531252758,0.0017055932734399096,1.0033619857727751,89
r,2461241.5893366546,1.002567790036414,0.0017058286072116932,1.0032628930229592,89
r,2461241.5907336846,1.0034812244279339,0.0017021779497409135,1.0031614312575776,89
r,2461241.5921187485,1.0031565441755792,0.001710090488860462,1.0030615259122848,89
r,2461241.5934976665,1.0021904158824788,0.0017128743108815736,1.0029611865418846,88
r,2461241.5948863784,1.0053942447792183,0.0017181149981999873,1.0028582636545766,89
r,2461241.596272142,1.0022592396167544,0.0017089123565920067,1.0027562058340538,89
r,2461241.5976401824,1.0023613895840975,0.0017410046163331137,1.002655632616783,86
r,2461241.599043562,1.0065289189363105,0.0017352212698067858,1.002549804633675,88
r,2461241.6004481236,1.0081657566848108,0.0017607819546448787,1.002444222316909,87
r,2461241.601834846,1.0037389790960234,0.0017141624810711467,1.0023407120602685,89
r,2461241.603230705,1.0003804024974128,0.0017041644753804258,1.002235773105009,89
r,2461241.6046220767,1.0034059837474723,0.0017301569883263165,1.0021300902655488,88
r,2461241.6059913323,1.0028344141863144,0.001743545285800653,1.002027602739431,87
r,2461241.607383724,0.9987097589560181,0.001688681614533555,1.0019219450016228,89
r,2461241.608773542,1.0033105332486996,0.0017201423704762146,1.001816807413018,89
r,2461241.6101709255,1.0034263638957819,0.001733920253059222,1.0017107668427678,88
r,2461241.6115470855,1.0029222224517345,0.0017126712555513154,1.0016068111746634,89
r,2461241.6129396153,1.0045804783687053,0.0017053451431560936,1.001500649312761,89
r,2461241.6143190023,1.003878706129701,0.001710195273269011,1.0013965354777665,88
r,2461241.6157170287,1.0026348773306921,0.0016932385311776617,1.0012908888920022,90
r,2461241.617117862,1.0033409167853466,0.0016976901780131704,1.0011848854296532,89
r,2461241.6185051026,1.004100740559861,0.0016953763877107066,1.0010803498237815,89
r,2461241.619888616,1.0029121078373633,0.0016962901476582084,1.0009763130603924,89
r,2461241.621276294,1.0018804164694077,0.0016983648141788569,1.0008719591894495,89
r,2461241.6226635543,1.0016385129471657,0.0016931928427678887,1.0007681658310879,89
r,2461241.624055231,1.0021942152590744,0.001708472370692606,1.0006640031092964,89
r,2461241.6254455163,1.005702545760063,0.0017073656906897692,1.0005605031169649,89
r,2461241.6268329197,1.003010357110049,0.0017023479153787336,1.0004574838195321,89
r,2461241.628218114,1.004016164508176,0.0017022927093589268,1.000355309808894,89
r,2461241.6296015424,1.0023825541693097,0.0016914417790003288,1.0002535624394673,89
r,2461241.6310009873,1.003109305445957,0.0016805984577254011,1.0001506737644839,90
r,2461241.632394796,1.000789081205174,0.0016844259531081656,1.000049133358123,89
r,2461241.633777577,1.0005848416073444,0.0017028511103757975,0.9999486639524552,88
r,2461241.6351658343,1.0006961626871334,0.0016773612887782256,0.9998482452395655,90
r,2461241.6365660992,0.9987487774280327,0.001686024776982931,0.9997473789875291,89
r,2461241.6379508832,1.0004828194853,0.0016858466997872023,0.9996483862629124,89
r,2461241.639334329,0.9976502361188507,0.0016966593331254258,0.9995499375337784,88
r,2461241.6407098365,0.9985041404708964,0.00169521167392828,0.9994528133641349,89
r,2461241.642106745,0.9985063488110443,0.0016841388879983875,0.9993542979137876,89
r,2461241.6434883205,0.9979016589907702,0.0016933133106158931,0.9992579418858352,88
r,2461241.644875136,1.0000622656671656,0.001685420142380374,0.9991617601879509,90
r,2461241.646280966,0.9979330125530955,0.0016743054548512206,0.9990646416861559,90
r,2461241.6476755473,1.0013503479487396,0.0016885357668260186,0.998969018809685,89
